incident_summary,true_label,pred_label,raw_output
"Two top Maoists, identified as Madkam Bheema, resident of Murkam, and Madkam Kamlu of Kistaram village, surrendered before the Police in Pedakurti village in Sukma District of Chhattisgarh. Bheema was President of DKMS and CNM, both offshoots of the CPI-Maoist, while Kamlu, was an active member of ‘Maoist Military Platoon number 3’ and was involved in the April 6, 2010, Tadmetala Massacre wherein 76 Police personnel were. He was coordinating Naxal activities in the limits of Gadiras Police Station of the District.",Maoist,Maoist,Maoist
Constable Santosh Verma was killed early in the morning when Maoists opened indiscriminate fire at the CAF camp at Dhanora in Narayanpur District.,Maoist,Maoist,Maoist
20 kilograms of explosives were recovered from Etapalli in the naxalite -affected Gadchiroli District.,Security,Unknown,Unknown
"Three alleged cadres of the CPI-Maoist surrendered to the Police in Bijapur District of south Chhattisgarh. ""After being fed up with the Maoist lifestyle and the hollow ideology, three Maoists - Sannu Lekam, Bomda Kunjam and Chaitu Udka - decided to join the mainstream today in the presence of Bijapur district SP K. L. Dhruv. Sannu Lekam was a 'Jan Militia commander' of the Maoists in Nemed area and carried a reward of one lakh rupees on his head,"" the Bijapur Police said in a statement. Bomda Kunjam was a 'militia member' and Chaitu Udka was a member of the Maoists' small action team, the Police added.",Maoist,Security,Security
"Ramchandra Singh alias Ramu Ganjhu (30), one top leader of PLFI, a breakaway faction of CPI-Maoist, surrendered in a public function organized by the District Police in Simdega District.",Maoist,Security,Security
"Suspected cadres of the CPI-Maoist shot dead Sachchidananda Karmakar, a local leader of the ruling CPI-M, at Ranibandh in Bankura District.",Maoist,Maoist,Maoist
"The Police unearthed a major arms dump, believed to be that of CPI-Maoist, in the Nallamala forest close to Sidhapuram tank near Atmakur in Kurnool District.",Security,Security,Security
"CPI-Maoist cadres killed four Police personnel and blew up railway tracks at two places in the Lakhisarai District. Police sources said that the Maoists attacked a camp of Bihar Military Police at Khaira village and killed four Policemen besides wounding three others. The extremists decamped with one carbine, three self-loading rifles and ammunition.",Maoist,Maoist,Maoist
"A Maoist cadre, identified as Deb Kumar, a native of Bano area in Jharkhand was arrested from Jalada locality of Rourkela in Sundargarh District. Deb admitted that he was working as ‘area commander’ of Sundargarh District",Security,Security,Security
"CPI-Maoist cadres blew up a portion of a road bridge near Tundi between Dhanbad and Giridih, in the Dhanbad District. Maoists had called for a 24-hour general strike in the North Chottanagpur area in the State in protest against the killing of four of their activists in Hazaribagh last month. The general strike call reportedly evoked no response in Hazaribagh, Giridih and Koderma Districts.",Maoist,Maoist,Maoist
Equipment and goods used to manufacture claymore mines by CPI-Maoist were seized by SFs from Narikhilua jungle in Narayanpatna block of Koraput District.,Security,Security,Security
Cadres of the CPI-Maoist kill a Police officer during an exchange of fire at Badkagaon in the Bhojpur District and injure two Police personnel.,Maoist,Maoist,Maoist
"Police arrest an 'area commander', identified as Laxman Ram, of the CPI-Maoist from Dhandawa Bigaha in the Aurangabad District.",Security,Security,Security
Maoists set ablaze four tractors and a bike in Hazaribagh District.,Maoist,Maoist,Maoist
"Two CPI-Maoist cadres, identified as Gopal Sharma alias Punitji and Deepak Sharma alias Deepu, were arrested by the Masaurhi Police in Patna District. Both of them are native of Moka village under Masaurhi subdivision in Patna District. Police recovered two pistols besides two cartridges from their possession",Security,Security,Security
"Three employees of the Chhattisgarh State Electricity Board were killed and five Special Task Force personnel sustained injuries in a CPI-Maoist-triggered landmine blast near Kapsi in the Narayanpur District. The incident occurred when the truck in which they were traveling hit a landmine, on their way to Jharaghati, a forested area, to repair three high-tension electricity towers that were blown up by Maoists on June 1.",Maoist,Maoist,Maoist
The CPI-Maoist cadres attacked Police personnel engaged in a combing operation near Cherpal in the Bijapur District. Another group of Maoists attacked Police personnel near Kotrapal. No casualty was reported in either of these incidents.,Security,Maoist,Maoist
"Acting on a tip-off, Jharkhand Police recovered 20 bags of Ammonium Nitrate in Koderma District.",Security,Security,Security
"Seven Naxalites (left wing-extremists), including four belonging to the Godavariloya Praja Pratighatana faction of the CPI-ML and three of the Praja Pratighatana, surrendered before the Deputy Inspector General of Police, K. Laxman Mohan, in Warangal. They were identified as Mankidi Saraiah alias Tirupati,Komuram Balaiah, Vynala Murali alias Srikant, Bandi Ratna Kumari alias Aruna, Daida Venkanna alias Damodar, Dandre Ramesh alias Ranadheerand Bollepally Radhika. The surrendered Naxalites deposited four 8-mm rifles one Springfield and one .30 mm carbine weapons and 142 rounds of live ammunition.",Maoist,Maoist,Maoist
"Police arrested three persons in Ranchi District for supplying lethal arms and ammunition to the Maoists. During a search operation in the jurisdiction of Namkum Police Station, the Police personnel came to know about an inter-state gang working with links in West Bengal. The explosives seized included ammonium nitrate and detonators that could be used by the Maoists for attacks on the State machinery. Praveen Kumar, Senior Superintendent of Police, said, ""A group which used to supply explosives has been identified and the leader of the group Mohammed Zubaid and other two arms suppliers named Mohammed Guddu and Hemant Kumar, both of them the residents of Asansol, have also been arrested."" The arrested persons with Maoist links were involved in a series of incidents and other acts of sabotage directed against the local and central Government, Police said.",Security,Security,Security
"Police shot dead Atram Hanmanthu alias Karan, ‘commander’ of the Narnoor squad of the CPI-Maoist, in an exchange of fire in the Adilabad District.",Security,Security,Security
"Gumla District Police arrested five PLFI cadres, including a 'sub-zonal commander', from two separate places under the jurisdiction of Sisai Police Station area and recovered arms and mobile phones from them.",Security,Security,Security
"Eight naxalite supporters were arrested during a joint operation by Anti-Naxal Force (ANF) and Udupi District Police from the Hebri-Kudlu forest area. Police sources said that the arrested persons were waiting for the arrival of naxalites to hand over various goods. A single barrel gun, 30 detonators, two gelatin sticks, one motorcycle, naxal literature and a naxal flag were recovered from the arrested persons. During interrogation, the arrested persons admitted they were regularly supplying food and other materials to the naxalites.",Maoist,Security,Security
"Bellampally Police in Adilabad District of Andhra Pradesh found an old CPI-Maoist dump in Mamidigattu forests, under Ramakrishnapur Police Station limits while conducting combing operations.",Security,Security,Security
"One person identified as Sahadeb Hansda (28), an alleged Maoist linkman, was arrested from Bikrampur village under Simlapal Police Station in Bankura District.",Security,Security,Security
"Two CPI-Maoist cadres, identified as Madvi Bheema (30) and Hemla Aaytu, were arrested and cache of explosives were recovered from them during a combing operation at Budgicheru Nayapara village under Basaguda Police Station limits of Bijapur District. Pipe bombs and gelatin packets were seized from their possession. A contingent of DF and CAF arrested a hardcore Maoist from his house at Chatapalli village under Awapalli Police Station limits of Bijapur District. The insurgent was a SPO in the past and had run away with a SLR rifle in 2007.",Security,Security,Security
"Two CPI-Maoist camps were busted by the SFs and five Maoist cadres arrested during the three-day operation 'Rain Storm' against the CPI-Maoist in Garhwa District on Jharkhand-Chhattisgarh borders. Twelve landmines, two hand grenades and Maoist literature were recovered from the two camps, which were destroyed during the joint operation carried out between July 27 and 30.",Security,Security,Security
"Cadres of the CPI-Maoist attacked a goods train between Demo and Richugta railway stations in the Latehar District and set ablaze the engine of the train. They also set ablaze another engine, stationed nearby. The incident led to disruption of train movement on this section.",Maoist,Maoist,Maoist
"A Naxalite, identified as Mallesh alias Vikram Kushwaha, was arrested in Nagpur after being released on bail from the Central Jail. The arrested extremist is a deputy commander of the Deori dalam. He was taken to Chandrapur and subsequently to Gadchiroli. Mallesh was in prison since August 2004.",Security,Maoist,Maoist
"Six CPI-Maoist cadres surrendered before the Minister of State for Home (Rural) Ram Shinde in Gadchiroli District. Those who surrendered have been identified as Sainu Hedi, 'deputy commander' of Platoon 10 carrying a reward INR One million, his wife Jano Atram alias Roshni of the same platoon, armed cadres Sandesh Mattami, Nagesh Pada and two others. In total they carried reward money of INR 2.6 million.",Maoist,Maoist,Maoist
