incident_summary,raw_output,true_civilians,pred_civilians,true_maoist,pred_maoist,true_government_officials,pred_government_officials,true_security,pred_security,true_private_property,pred_private_property,true_mining_company,pred_mining_company,true_government_infrastructure,pred_government_infrastructure,true_non_maoist_armed_group,pred_non_maoist_armed_group,true_no_target,pred_no_target
"CPI-Maoist cadres kill a Home Guard, Sheikh Nazir, at Gundallupalli village in Guntur District, in retaliation to the earlier deaths of two Naxalites in Police firing.",Security,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"At least three Naxalites are reported to have been killed in a gun battle between CPI-Maoist cadres and the JPC in Arabhusai forest of Katkamsandi, Hazaribagh District of Jharkhand. Unconfirmed sources said that among those killed in the turf war was JPC supremo Kaljit. The gun battle might have been spurred by the death of a Maoist cadre who was killed by JPC in an encounter in Panki forest area of Palamau District in the night of August 9, Police said.","Maoist, Non-Maoist Armed Group",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Two CPI-Maoist cadres were injured in an exchange of fire with a Police party in G.K.Veedhi mandal in Visakhapatnam District.,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Two persons, identified as Santosh Sahu and Nilanchal Mallick, were arrested in Ganjam District on the charge of supplying mobile phones and other accessories to a prisoner, suspected to be a Maoist.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maoists opened fire at the helicopter carrying the Director-General of Police, Viswa Ranjan and Inspector General of Police (Bastar Range), R. K. Vij, in the Chintalnar village area of Dantewada District. They fired five rounds from a distance in the direction of the chopper, according to the reports. Both the officers were safe and there was no damage caused to the helicopter either, Police sources said. The Police officials were visiting Mukaram village where 12 Police personnel were killed by CPI-Maoist cadres on August 29.","Security, Government Officials",0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
CRPF troopers and CPI-Maoist cadres clashed in Kharaun forest under Dumaria block in Gaya District of Bihar. The encounter started when CRPF 159 Battalion troopers were out on an area domination exercise. No casualty or injury was reported from either side.,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"During a joint combing operation of Police and CRPF personnel in the Gajapati District, 12 CPI-Maoist cadres, including a few involved in the March 24, 2006, R Udaygiri jailbreak incident, were arrested. A huge quantity of explosives and ammunition, including live cartridges and hand grenades, were recovered from them.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A 30-year-old woman CPI-Maoist cadre who was considered as an explosive expert surrendered before the Police at Bonai in Sundergarh District. Muli Munda alias Susanti had left the Maoist outfit months ago but was hiding from both Maoists and Police fearing threat to her life.,"Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"The CPI-Maoist blew up a school building in the Chatra District. ""A group of armed Maoists packed dynamites inside the Nawadih Middle School and triggered the blast, damaging its three rooms,"" SP, D. B. Sharma, told reporters in Chatra.",Government Infrastructure,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Police in the Hazaribag District recovered two rifles and around 80 rounds of ammunition following an encounter with the CPI-Maoist cadres in the forest area along river Kahudag. While Naxalites managed to flee following a half an hour encounter, subsequent search operations yielded the arms and ammunitions. One of the rifles recovered had ‘Jehanabad’ inscribed on it, indicating that it was looted during the Maoist raid on the Jehanabad jail on November 13, 2005.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Suspected Maoist, Andharu Gadaseth, had been arrested in Kandhamal District in relation to the same double murder case.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Maoists set ablaze a hydraulic excavator engaged in road works near Chatti village in Chintur mandal in the District.,"Government Infrastructure, Private Property",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"An office of the ruling CPI-M was set ablaze when the CPI-Maoist backed PCPA held a ‘victory’ rally at Lalgarh in the West Midnapore District, a day after its supporters ransacked several Police outposts, offices of the CPI-M and the house of a local CPI-M leader. However, the PCPA convener Chhatradhar Mahato told media persons that the objective of the rally was to ""peacefully"" protest against the State Government’s rule that the tribal people cannot hold armed rallies in capital Kolkata.","Government Infrastructure, Government Officials, Security, Private Property",0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
"A team of the SSB's 27th battalion arrested three Naxalites, who were allegedly involved in raiding the Sundaram brick kiln at Marvapakar village on December 27, from Reva village in Muzaffarpur District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A hardcore Maoist, identified as Sanjay Helbram, was arrested from a hideout in Jamui District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A woman cadre of CPI-Maoist was killed in exchange of fire with Security Forces in the jungle near Kandrakabandali village under Kalyansinghpur Police Station limits of Rayagada District.,"Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"The STF of Kolkata Police arrested three cadres of the CPI-Maoist including the secretary of the Kolkata City Committee of the outfit, Abhishek Mukherjee on the northern fringes of the city. The others arrested along with him have been identified as Sunil Mondol and Subhas Roy. Maoist literature, two improvised fire arms including a semi-automatic gun and several rounds of ammunition were recovered from their possession.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two suspected cadres of the CPI-Maoist were arrested from Sikandarpur in Muzaffarpur District. The arrested duo identified as Anil Sahni and Shekhar Kumar were preparing to commit a major crime in the town. They were arrested by the Police along with their arms and ammunitions.,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres were killed in a fierce encounter with SFs in the forest of Tumnar under Dhanora Police Station limits in Abhujmad area of Narayanpur District. IG, Bastar Range, S.R.P. Kalluri said keeping in view the PLGA week, starting from December 2-8, during which the Maoists step up their activities, Narayanpur SP Abhishek Meena had launched a series of operations in Abhujmad area, considered a key base of CPI-Maoist. While they were cordoning off a forest axis between Bedmameta and Gattakal villages, a huge group of military company no 1 of CPI-Maoist opened indiscriminate firing on them after which a heavy gun-battle broke out between the two sides that lasted for around two hours, the IG added. Later, when searching was carried at spot, bodies of two Maoists clad in 'uniforms' were found and their weapons recovered, he said.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres from Jharkhand, Sanjay Singh and Lal Bihari, were killed in the Joba forest near Manikpur village of Sarguja. A 'zonal commander' of the outfit, Ram Singh Cherwa escaped with bullet injuries.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A cadre of the CPI-Maoist was shot dead by another faction of the outfit led by 'Jhangru-group' during a turf war in a forest near Duarseni village in Gumla District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Three cadres of the PLFI identified as Sanika Oreya alias Chita alias More Oreya, Soma Salukad alias Sandu Salukud, and Godapuran, were arrested from an under-construction building of the tourism department in Jojodih under Tamar Police Station in Ranchi District.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A Maoist couple, Mallesh alias Vinod and his wife Chaya alias Kavitha, who were active in Maharashtra, surrendered in Warangal District",Maoist,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Three top cadres of the CPI-Maoist were arrested from Batiguda forests in Kalimela Police Station area in Malkangiri District during a combing operation by the SOG and DVF. They are identified as Bhima Padiami, Deba Madhi and Ganga Sodi of Rajolkanda gram panchayat area. However, two senior Maoist leaders, Damodar and Akash of Kalimela Dalam, could manage to escape from the site, SP Anirudha Singh said, adding that two fire arms, some posters and dress used by Maoist cultural wing, were seized by the SOG and DVF.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Maoists attacked a CRPF camp and blew up the Chiyanki railway Station in Palamau District. They also bombed the outer cabin of the railway Station. The cabin man and porter have been missing since the attack.,"Maoist, Security, Government Infrastructure, Civilians",0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0
"Three suspected cadres of the CPI-Maoist and a Police constable were killed while a suspected woman cadre escaped following an encounter in a forest area near Mavinahola in the Mudigere taluk (revenue division) of Chikmagalur District. The slain Maoists were identified as G. Manohar from Shimoga District, Naveen from Raichur District and Abhishek from Banakal in Mudigere taluk in Chikmagalur District while the Police constable was identified as Guruprasad, attached to the Karnataka State Reserve Police in Madikeri. A grenade and a revolver were also recovered by the Police from the incident site.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A top CPI-Maoist leader, identified as Nandu Yadav, was arrested during an anti-Maoist operation by para-military forces near Cat village under Manatu Police station in the Palamau District. Nandu was wanted in at least 14 cases, including the attack on the motorcade of Health Minister Bhanu Pratap Sahi in which one trooper was killed.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Three cadres of the CPI-Maoist were arrested by Police in Traoki village of Kanker District.,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"About 45 quintals of explosives were seized by the Special Task Force (STF) from two places in Gaya District. Acting on a tip off, Police raided a shop at Kaulakhshni area and seized 29 gunny bags containing explosives, Superintendent of Police (SP) S. M. Khopade said. The STF also raided a house under Delha Police Station in the District and recovered 70 sacks of explosive materials, Khopde added. Each of the sacks contained 40 to 45 kilograms of explosives. The explosives were highly inflammable and forensic experts have been called in from Patna for test, the SP added.",Security,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
A CRPF trooper of the 159th battalion and two CPI-Maoist cadres were killed and nine SF personnel were injured in an encounter between the SFs and armed Maoists in Balthar forests in Gaya District.,"Security, Maoist",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
CPI-Maoist cadres exchange gunfire with Police in the Manoharpur area of West Singhbhum District. Bodies of two Police personnel and two Maoists were recovered from the forests.,"Maoist, Security",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
An alleged CPI-Maoist cadre was killed in an encounter with the Police in Narayanpur District of Chhattisgarh. The encounter took place when District Police and STF came under fire during an anti-Naxal operation in the forest near Enmeta village in the District. The killed Maoist is yet to be identified.,"Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Police also raided a place at Makhdumpur tola in Gaya District and arrested four Maoists identified as Sanjay Paswan, Butai Paswan alias Rampravesh Paswan, Kavindra Mahto and Munariktai. The Police seized a looted Police rifle, a country-made rifle, a gun and a hand grenade, and live ammunition from them.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A CPI-Maoist cadre, identified as Chandeshwar Yadav (26), wanted in Jharkhand for ambushing a Police patrol party in 2014, was arrested in Delhi. Yadav, a 'sub-zonal commander' of the CPI-Maoist, carrying a reward of INR 500,000, was taken into custody by the sleuths of Special Cell following a tip off from west Delhi's Kapashera area.",Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Maoist 'zonal commander' and another LWE were killed in a factional clash at Baulia village under Chutia Police Station area in Rohtas District.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Over 200 armed cadres of the CPI-Maoist attacked Islampur railway station in Gaya District and abducted the station master and two other railway employees.,"Government Officials, Government Infrastructure",0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
Six suspected CPI-Maoist cadres were arrested in Gumla District,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Godavari District Police unearthed a huge dump of weapon in the Donkarayi forest area. Police spotted a huge haul of grenades and revolvers during a combing operation. The anti-Naxal squad also seized the material being used in rocket launchers from the dump.,Maoist,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"In a joint combing operation, Bihar Police and CRPF personnel arrested four TPC cadres identified as Jokham Singh, Singhasas Yadav, Mohammad Amaluddin and Salya, from Rohtas District and recovered a huge cache of arms.","Maoist, Security",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Five Maoists, three of them carrying cash rewards, surrendered in Narayanpur District citing disappointment with the ""violent"" activities of the Maoists, Police said. The cadres turned themselves in before senior Police officials saying that they were frustrated with violent activities of Maoists and at the same time were impressed with Chhattisgarh Government's surrender policy, Narayanpur ASP O.P. Sharma said. The ASP said of them, Dhananjay Dhruva alias Ajay (28) was the most dreaded one and was deployed as 'section commander' of military platoon no. 5 of military company - 1 of Maoists. He was carrying a reward of INR 800,000, the ASP added. Bhagat Kowachi alias Vilas (23), who was the 'section commander' of military platoon no. 17, was a prominent cadre in the region and carried INR 300,000 reward. Another key cadre, Mansingh (40), was active as member of Partapur area committee and carried a reward of INR 100,000. The two other cadres - Rasiya Padda (25) and Sannu Dhruva (29) - were involved in supplying commodities of daily use to Maoists and spreading their propaganda.",No Target,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
