incident_summary,raw_output,true_armed_assault,pred_armed_assault,true_arrest,pred_arrest,true_bombing,pred_bombing,true_infrastructure,pred_infrastructure,true_surrender,pred_surrender,true_seizure,pred_seizure,true_abduction,pred_abduction
"Four IEDs allegedly planted by Maoists to target SF personnel were recovered by SFs in Kanker District of Chhattisgarh. A joint team of BSF and District Force recovered the explosives during a search operation in the forests of Bande Police Station area, Pakhanjore SDOP Jai Prakash Badhai said. While the SFs were cordoning-off Korenar village forests, they spotted an electric wire connection and subsequently found the IEDs, kept in different objects under the ground, Badhai said.","Bombing, Seizure",0,0,0,0,1,1,0,0,0,0,0,1,0,0
A secret dump of CPI-Maoist was unearthed near Godapakali under Daringbadi Police Station limits in Kandhamal District of Odisha.,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Naxal belonging to Praja Prathighatana surrendered in the presence of Superintendent of Police (Urban) A. Venkateswara Rao in Warangal District.,Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"Over 45 heavily-armed cadres of the CPI-Maoist set ablaze three campaign vehicles at Badakihathiya in Munger District. The Maoists stopped the vehicles belonging to RJD, Congress and Janvadi Samajwadi Party in a forest area, pulled the occupants out and assaulted them before setting ablaze the vehicles. The vehicles were used for campaigning by party candidates for Tarapur Assembly constituency in Bihar, which would go to poll in the fourth phase on November 1.","Infrastructure, Armed Assault",1,1,0,0,0,0,1,1,0,0,0,0,0,0
An encounter between Police personnel and CPI-Maoist cadres was reported from the Pankadihi forest area of Sundergarh District.,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CRPF troopers had a narrow escape as Maoists ambushed a search party in Bijapur Distric,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kashinath Singh Munda (40), an associate of Maoist leader Kundan Pahan, was arrested by the Ranchi Police from Silli Police Station. A resident of Kadambeda, he was involved in a number of criminal cases and the Police were on the lookout for him.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Dumka District Police arrested a CPI-Maoist cadre and recovered 3000 detonators and 400 bags of explosives from his possession. Police arrested one Sapan Ravi Das of village Rajgram under Suri subdivision of Birbhum District of West Bengal along with the explosives.,"Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
Four CPI-Maoist cadres and three Police personnel are killed in an attack by the former in the Madhuban block of East Champaran District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Police recovered two kilograms of ammonium nitrate and five detonators which were being supplied to Maoist 'sub-zonal commander' Budheswar Oraon and arrested one person, identified as Mohammad Imitiaz, at Toto village in Gumla District.","Seizure, Arrest",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"The CPI-Maoist cadres killed a farm labourer at Chichoda village in Dhanora tehsil of Gadchiroli District, suspecting him of being a Police informer.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The CPI-Maoist blew up the station building and relay room at Hehegarha railway station. Two cabinmen were kidnapped but released later.,"Bombing, Abduction",0,0,0,0,0,1,1,0,0,0,0,0,1,1
"In a joint operation, the anti-Naxal branch of Gondia Police, C-60 commandos, the bomb detection and disposal squad and Gadchiroli Police unearthed 45 kilograms of gelatin and four detonators, packed in a plastic drum and buried about four feet underground in Baswi ghat, about 4 kilometres from Chichgarh Police Station in Gondia District.","Bombing, Seizure",0,0,0,0,1,1,0,0,0,0,0,1,0,0
"Ashok Kumar, arms supplier to the CPI-Maoist, was arrested by Police from Langdra area in Sonbhadra District. Over 50-kilograms of ammonium nitrate, 25 detonators and 25 gelatin rods were seized from Kumar.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"A young woman CPI-Maoist cadre surrendered before the authorities in Gadchiroli District. The Maoist, identified as Kalpana Jantri Madavi (24) confessed before the Police that she belonged to Darekasa Dalam and was actively involved in a number of encounters and land mine blasts.","Surrender, Armed Assault, Bombing",0,1,0,0,0,1,0,0,1,1,0,0,0,0
Madanpur block Janata Dal (United) president Ashok Singh and six of his supporters were killed by CPI-Maoist cadres near Devjada village in the Aurangabad District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A Police team recovered three can bombs each weighing over 20 kilograms from the Bendi forest near the Hazaribagh-Chatra Road in Hazaribagh District. The Maoists planted the bombs with an aim to target the Police who were deployed to maintain law and order during Ramnavami processions, scheduled to be taken out in the evening. The personnel of bomb disposal squad defused the bombs and the Police Stations of Keredari, Barkagaon, Kadkumsandi and adjoining Chatra District's Simaria and Tandwa were alerted and patrolling were stepped up.","Bombing, Seizure",0,0,0,0,1,1,0,0,0,0,0,1,0,0
"Two hardcore activists of Jharkhand Prastuti Committee, a breakaway group of the CPI-Maoist were arrested in Hazaribagh. Deputy Superintendent of Police (Headquarters) Hazaribagh, Naushad Alam said Binod Mahto alias Deepak of Simaria in Chatra District and Sandeep Paswan of Keredari of Hazaribagh District were arrested following a raid on their hideouts. Both extremists are accused of kidnapping traders and construction company staff for exacting money. They are also accused of bomb attack in the Court Hazat in the District and sessions judge, Chatra on September 12 in which one criminal managed to escape and 14 persons including three Police and 12 under-trial prisoners were injured.","Arrest, Abduction, Bombing",0,0,1,1,0,1,0,0,0,0,0,0,0,1
"Armed cadres of the CPI-Maoist exploded the house of a village chief at Nadaura in the Gurua Police Station of Gaya District, the Police said on July. Around 50 Maoists raided the village in the night of July 27 and detonated a dynamite to blow up the house of Rajendra Yadav after getting it vacated by the occupants, Police sources added. However, no casualty was reported.","Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
"Three CPI-Maoist cadres, identified as Dewa Kunjam (25), Barse Manjhi (30) and Kuma Kunjam (25), involved in the attack on the house of Congress leader Awdhesh Gautam in 2010, have been arrested by a joint squad of CRPF and District Force under Kuwakonda Police Station limits in Dantewada District of Chhattisgarh.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"The Chhattisgarh Police killed a CPI-Maoist cadre. The Maoist was killed in the Markanar village of Kanker District in an encounter, Superintendent of Police Ajay Yadav said, adding that some Maoist literature was recovered from the incident site.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,1,1,0,0
"Karnataka Police arrested a Kerala-based businessman, identified as Biju TK, in Udupi District for allegedly supplying explosive materials to CPI-Maoist. The Police recovered more than 50 kg of ammonium nitrate from his farm house in Durga Tellaur near Karkala.","Arrest, Bombing, Seizure",0,0,1,1,0,1,0,0,0,0,1,1,0,0
"A youth identified as Shahrukh Chand Khan (21), earlier questioned for alleged CPI-Maoist links, has been arrested by the Pune Police for allegedly trying to extort INR 200,000 from Ramesh Bagwe, the former minister of state for home affairs. An offence in this connection has been registered with Khadak Police Station in Pune in Maharashtra. A resident of Kasewadi slums in Bhavani Peth, Shahrukh and his friend, both associated with an organisation ""Mass Movement"" were questioned by the state ATS following the arrest of alleged Maoist couple Arun Bhelke and Kanchan Nanaware in September 2014. Bhelke had allegedly developed contacts with Mass Movement members while working as an underground operative of the golden corridor committee of the CPI-Maoist.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
"A Maoist cadre, identified as Arun Tirkey, was arrested by the Police from Jashpur District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"Maoist cadres attacked villagers in Punampalli village in Dantewada District and abducted vice-sarpanch (village head), Gudma Sudda. The villagers, resident of the Dornapal government relief camp had gone to the village when the attack took place. While the villagers were set free after being kept in captivity for three hours, the vice-sarpanch was kept back.","Armed Assault, Abduction",1,1,0,0,0,0,0,0,0,0,0,0,1,1
"Maoists allegedly killed two CPI-M supporters at Gajgiri, a day after the ambush on the Police in Bankura where three Policemen were killed.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
In an operation conducted in Ramchandrapur town by Central Paramilitary troops and State Police personnel two suspected Maoists were arrested with a large cache of arms and ammunition in Jhargram area.,"Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"One of the main accused in the derailment of the Jnaneswari Express that claimed 148 lives on May 28, 2010, identified as Joydeb Mahato, was arrested from West Midnapore District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
The office of the NHAI at Kalamassery in Kochi of Ernakulam District of Kerala was vandalized by unidentified miscreants claiming to be affiliated to the CPI-Maoist. Police said there were no eyewitnesses to the incident. The attackers left pamphlets protesting against the acquisition of land for the National Highway expansion and privatization of public organizations. The pamphlets claimed that the attack was carried out by CPI-Maoist. 'CPI-Maoist' was also scrawled in black letters on the walls of the office.,Infrastructure,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Two bauxite loaded trucks on their way to Garwah from Chhattisgarh were attacked by the CPI-Maoist cadres near Bhaduaghati in the Garwah District. In the indiscriminate firing, the driver of one of the trucks, identified as Anuj Paswan, was killed.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Police unearthed a Maoist dump and recovered eight landmines near Kaligote forest area in the Nizamabad District and arrested three Maoists, including a TDP Zilla Parishad Territorial Constituency member.","Bombing, Arrest, Seizure",0,0,1,1,0,1,0,0,0,0,1,1,0,0
"A constable of CRPF, identified as Jeetendra Yadav, was injured in an exchange of fire with CPI-Maoist cadres at Khallari in Dhamtari District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Three CPI-Maoist cadres were arrested along with weapons from a village in Rajepur Police Station area in East Champaran District.,"Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"SFs unearthed 25 IEDs each weighing 1.5 kg during a routine search operation in Herhunj area in Latehar District. These IEDs were laid in small tiffin boxes recently and have been defused by the bomb disposal squad, SP Latehar Anoop Birtharey said","Bombing, Infrastructure",0,0,0,0,1,1,0,1,0,0,0,0,0,0
Four persons associated with Maoist activities surrendered at the Berhampore Police Station in Murshidabad District.,Surrender,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"The Maoists killed three persons and injured as many at Amkola village in Gaya District. Among the dead was one Sanjay Yadav, who had recently deserted the Maoist rank. Maoists suspected Yadav leaked information to the Police leading to several raids on Maoists and recovery of arms and ammunition.","Armed Assault, Seizure",1,1,0,0,0,0,0,0,0,0,0,1,0,0
"Four CPI-Maoist cadres were arrested by the Police from Baghima village in the Gumla District. The Police also seized eight rifles, two pistols and more than 300 cartridges and Maoist literature. One of the seized rifles was a .303 Police rifle, stolen earlier by the Maoists.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"A 45-year-old village guard, Lalit Hantala, of Rajabandha village in Chitrakonda of Malkangiri District was killed by cadres of the CPI-Maoist in Khadikajodi area of the District.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"There was a reported exchange of fire between SFs and the CPI-Maoist cadres, in the Pamedu forest area of Bijapur District of Chhattisgarh. However, no casualty was reported from either side.",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"A Chhattisgarh Armed Force Constable, P. C. Khalko, was killed when the cadres of the CPI-Maoist opened fire at a Police camp at Pamalwaya in Bijapur District",Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jharkhand Police killed a PLFI 'area commander', identified as Dinesh Sahu (28), in an encounter, at Bandha village under Tupudana block in Ranchi District wanted in at least 29 cases in Khunti District. Khunti SP Anish Gupta said ""He (Sahu) was wanted in several cases of rape, murder and extortion. Reacting on a tip-off by one of our informers, we found him and shot him dead."" Four of Sahu's accomplices, however, managed to escape. A massive search operation has been launched to apprehend them, said Ranchi SSP Prabhat Kumar. Arms and ammunition were recovered from Sahu, Kumar said, adding that a detailed seizure list was being prepared.","Armed Assault, Arrest, Seizure",0,1,1,1,0,0,0,0,0,0,0,1,0,0
Five Security personnel were injured during an encounter with CPI-Maoist cadres in Kumandih Jungle of Latehar District.,Armed Assault,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Two suspected CPI-Maoist cadres were arrested during a combing operation by CRPF and Police personnel inside the forest near Chhadakia village in Daringbadi area in Kandhamal District of Odisha. Seven country-made guns, two soap case bombs, some IEDs; two detonators and a bundle of wire were seized from the arrested Maoists. Some other materials including Maoist uniform, caps and bags were also recovered from the site.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,1,1,0,0
"Two cadres of the CPI-Maoist were arrested from a forest located in Muniguda Police Station area in Rayagada District and a huge quantity of posters and other publicity materials seized from them, Police said.","Arrest, Seizure",0,0,1,1,0,0,0,0,0,0,0,1,0,0
"Two suspected Naxals, identified as Surendra Surin alias Dela and Simran Surin were killed by CPI-Maoist cadres allegedly over a dispute regarding sharing of levy at Kadamdiha in West Singhbhum District.",None,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Two CPI-Maoist cadres, identified as Deba Sodhi and Budra Madhi wanted in the murder of a Sarpanch were arrested during a combing operation in Malkangiri District.",Arrest,0,0,1,1,0,0,0,0,0,0,0,0,0,0
