incident_summary,total_fatalities,first_action,incident_number,count_bin
"Koraput District Police recovered a landmine weighing 20 kilograms, buried under the road connecting Hanuman Temple on the national highway between Koraput and Jeypore to Kolab Nagar,",0,Bombing,1411130801.0,0
"Cadres of the CPI-Maoist killed a Panchayat ward member, Krushna Punji, in Khairpani village in Khaparakhol block of Bolangir District. The Maoists labeled him as a Police informer.",1,Armed Assault,1411141102.0,1
"The body of a forest guard, Kirish Rout (35), who was shot dead by Maoists in Kutrabeda inside Sunabeda wildlife sanctuary on November 15, was recovered by the Komna Police in the night of November 16. He belonged to Dhekunpani village in Sunabeda gram panchayat. The poster left behind by the Maoists claiming responsibility for the murder was also seized. The Naupada Superintendent of Police, Bibek Rath, confirmed the involvement of Maoists in the murder. He said that preliminary investigation revealed that 20 to 25 Maoists had descended on the place before committing the crime. However, senior forest officials said that Kirish may have been killed for being a suspected Police informer.",1,Armed Assault,1411150901.0,1
"A group of around 25 armed cadres of the CPI-Maoist killed a class IV Government employee, identified as Dama Madkami (26) of Salimalikonda village under Kalimela Police Station, in MV-73 village of Malkangiri District.",1,Armed Assault,1411151001.0,1
"Three villagers, including a village ward member, were allegedly killed in firing by SFs during a combing operation against LWEs in Karlapat forest in Odisha's Kalahandi District. The SF personnel fired upon villagers near Nishanguda village under the Bhawanipatna Sadar Police Station in the afternoon. Three persons died on the spot while two others were rushed to the District Headquarters Hospital, Bhawanipatna. Three victims have been identified as Jayashankar Nayak, a ward member, Sukru Majhi and Jaya Majhi. Two injured were teenagers - Arjun Majhi and Jaya Majhi. ""Personnel of the district police and the Special Operations Group began the anti-Maoist operation in the forest last Friday [November 13].",3,Armed Assault,1411151501.0,3-5
Around 30 armed cadres of the CPI-Maoist blew up an unfortified Police Station at Kakiriguma in Koraput District. The Maoists also set ablaze a Police jeep parked on the premises of the Police Station.,0,Bombing,1411161001.0,0
"Cadres of the CPN-Maoist shot dead Ponda Reddy, village head of Peta under Motu Police station in Malkangiri District, suspecting him to be a Police informer. They left behind a handbill staking claim for the murder.",1,Armed Assault,1411170801.0,1
"A group of around 20 armed cadres of the CPI-Maoist shot dead a person, identified as Ganga Madkani (23), near Katakunda village under MV-79 Police Station limits in Malkangiri District, suspecting him to be a Police informer",1,Armed Assault,1411171001.0,1
"A former ward member of the Sunabeda Panchayat (village level local self Government institution), Chandar Singh Barge (60), was shot dead by cadres of the CPI-Maoist inside the Sunabeda wildlife sanctuary in Nuapada District. The Maoists left behind a poster which stated that Barge was punished for refusing to toe their line. It is suspected that Chhattisgarh-based Maoists are involved in the killing as the sanctuary is located along the Orissa-Chhattisgarh border. Barge was reportedly close to forest officials and was a member of the forest committee at the panchayat level. He was reportedly targeted by the Maoists for his role in facilitating development projects inside the sanctuary and his proximity with forest officials.",1,Armed Assault,1411180901.0,1
"The BSF personnel diffused two landmines along the Boipariguda-Malkangiri road in Koraput District of Odisha. ""The Maoists had planted the two powerful landmines, weighing around 10 kg each to target the BSF personnel,"" said Boipariguda IIC Ashok Mohapatra.",0,Bombing,1411181401.0,0
"The CPI-Maoist cadres killed a contractor supervisor by slitting his throat and set ablaze construction instruments at Bhitarakota village under Patangi Police limits in Koraput District. The deceased was identified as Jayaram Khila, supervisor at the camp. The Maoist rebels also set on fire two Hiwa trucks, a Hitachi machine, a tractor and a tipper. According to reports, around 50 Maoists opposed the construction of road to Bhitarakota village last evening. Khila supported the construction of road following which the irate Maoists killed him by slitting his throat. The Maoists also abducted ten workers of the camp before fleeing the spot. However, they released the workers after taking away their mobile phones, data machines and documents from them.",1,Armed Assault,1411181601.0,1
"Cadres of CPI-Maoist killed a tribal civilian, Bhima Sisha (35), at Sishaput village under Mudulipada Police Station in Malkangiri District at midnight.",1,Armed Assault,1411191201.0,1
"The CPI-Maoist cadres blew up a culvert on the road connecting Potora with Dharambandha in Nuapada District of Odisha. One Budhuram Paharia, who identified himself as spokesman of 'Nuapada Maoist Division', called up some media persons in the District the next day and informed them that the violence was a part of the bandh called by them in the District on November 19. The bandh call had no impact in the morning.",0,Bombing,1411191402.0,0
"Some 300 CMAS cadres had gheraoed the Police Station demanding removal of Central Reserve Police Force (CRPF) personnel from the area. They were opposed to the combing operation of Security Force personnel against the Maoists. It was alleged that they also entered into a scuffle with the CRPF personnel posted near the Police Station. Some CMAS members broke open the lock of the main gate of the Police Station and rushed inside. They tried to snatch an AK47 and an SLR rifle held by the sentries of the Police Station and run away. During this tussle to snatch the firearm, one rifle went off and the bullet hit the inspector in charge of the Police Station in his leg. The sentries posted on the rooftop of the Police Station fired at the persons who were trying to escape snatching the firearms. As per initial reports more than 20 rounds were fired. Two of the CMAS activists died on the spot. Before this incident, insurgents had cut down trees to block the Bandhugaon-Narayanpatna road since morning.",0,Armed Assault,1411200902.0,0
"Two civilians, including a woman, were shot dead in cold blood by the CPI-Maoist cadres in cut-off area of Balimela reservoir in Malkangiri District. Their bodies were located in the jungle near Bailiguma village under Paparmetla Police Station limits.",2,Armed Assault,1411201301.0,2
"Acting on a tip-off that cadres of the CPI-Maoist had converged at a training camp on the Gajapati-Kandhamal border, a Central Reserve Police Force team rushed to the spot and shot dead a Maoist and injured another in an encounter",1,Armed Assault,1411220801.0,1
"Cadres of the CPI-Maoist shot dead Asirama (35) of Kotanpalli village under MV-96 area of Malkangiri District, suspecting him to be a Police informer.",1,Armed Assault,1411220803.0,1
"Policemen conducting a search operation in the Maoist insurgency-affected area exchanged fire with activists of the CPI-Maoist-backed Chasi Mulia Adivasi Sangha (CMAS) in Koraput District. ""Some persons opened fire on a Police team, which was conducting search operation in Narayanpatna area,"" Superintendent of Police of Koraput District, Deepak Kumar, said. The Police retaliated but none was injured in the firing, he added. The incident occurred three days after two members of the CMAS were killed when Police opened fire to prevent them from looting arms from a Police Station in Narayanpatna on November 20.",0,Armed Assault,1411230901.0,0
"The CPI-Maoist cadres have killed a Naib Sarpanch of Bagdor panchayat under Belpara block in Balangir District. A leaflet left behind by the Maoists at the spot termed the Naib Sarpanch Alekh Majhi as a 'police informer'. Around six Maoists, including two women cadres, descended on Dhourakhaman village under Bagdor panchayat at night when the Naib Sarpanch along with his brother-in-law Kanjita Majhi was returning from their brick kiln located about 100 metres away. The Maoists took both to the outskirts of the village and assaulted them. Later, the Maoists dragged the duo to the centre of the village and held a Kangaroo court. They accused the Naib Sarpanch of being a 'Police informer', resorting to irregularities in distribution of PDS rice and demanding bribe from beneficiaries for houses under Indira Awas Yojna. After the hearing was over, the Maoists pronounced death for Majhi. They tied Majhi's hands and took him to the outskirts of the village where he was shot twice, leaving him dead.",1,Armed Assault,1411231502.0,1
A Policeman was killed during a raid on a CPI-Maoist camp in the Malkangiri District. The shootout took place when a Police party comprising dozens of paramilitary forces and personnel of the special operations group raided a Maoist camp in the forest under Kalimela Police station.,1,Armed Assault,1411240801.0,1
